# Program:featureCounts v2.0.1; Command:"/u/home/s/samdemar/tools/Subread/subread-2.0.1-source/bin/featureCounts" "-F" "GFF" "-a" "/u/home/s/samdemar/refrencegenomes/AnnotationFiles/Saccharomyces_cerevisiae.R64-1-1.104.gtf" "-o" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/Counts/counts.txt" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_1YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_2YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_3YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_1YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_2YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_3YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_1YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_2YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_3YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_1_YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_2_YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_3_YPD_1.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_1YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_2YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_3YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_1YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_2YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_3YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_1YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_2YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_3YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_1_YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_2_YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_3_YPD_1.fq.gz.bam
YDL072C	IV	329836	330447	-	612	10191	10889	10205	8665	8102	9010	11981	9521	9722	7072	7658	9723
YDR053W	IV	560249	560644	+	396	7	4	3	12	6	7	7	6	3	26	21	7
YDL012C	IV;IV	431108;431473	431386;431517	-;-	324	4010	3634	3564	3610	3904	4343	5057	3870	4200	2803	3311	3090
YDR482C	IV	1420431	1420838	-	408	1785	1712	1685	1822	1791	1885	2141	1693	1784	1547	1986	1655
YDL070W	IV	331024	332940	+	1917	20063	18221	16606	13214	13125	14636	15076	12227	13910	17774	17856	17156
YDR064W	IV;IV	579458;580018	579478;580452	+;+	456	109043	119583	107518	132480	146833	145958	118432	98051	111681	138645	145442	133864
YDL135C	IV	218680	219288	-	609	5944	6466	5824	7344	7613	7696	8680	6737	6984	5303	5502	6294
YDL077C	IV	316971	320120	-	3150	4778	4947	4309	6315	6118	6457	6897	5276	5527	4316	4108	4366
YDR354C-A	IV	1185139	1185282	-	144	0	0	0	0	0	0	0	0	0	0	0	0
YDL033C	IV	392659	393912	-	1254	1472	1460	1286	2038	2022	2346	2602	2359	2237	1048	1231	1006
YDL031W	IV	394217	397204	+	2988	13968	12947	12134	11334	11386	13125	8847	7405	7405	17563	19167	12172
YDR398W	IV	1267471	1269402	+	1932	8844	7698	7599	7394	7717	8595	6289	5288	5331	9874	12037	6422
YDR326C	IV	1120609	1124925	-	4317	8867	9118	8462	8213	8529	8834	8590	7102	7556	12261	11899	10495
YDL052C	IV	362672	363583	-	912	5830	6100	5153	4698	4539	4754	5736	4799	5403	4552	4852	4845
YDR536W	IV	1508005	1509714	+	1710	505	488	456	2155	1945	2096	2610	2199	2278	330	380	364
YDR397C	IV;IV	1266366;1266862	1266769;1266898	-;-	441	676	742	655	841	753	882	756	656	617	609	753	671
YDL116W	IV	251566	253746	+	2181	6584	6877	6036	5682	5762	5770	6118	4984	5476	7183	7480	6395
YDR028C	IV	497835	500879	-	3045	13395	13778	12441	14402	13371	14655	16333	12207	12033	13807	12940	14290
YDL007W	IV	438047	439360	+	1314	25032	25577	23057	20765	19453	21971	25581	20166	22112	16451	16713	20539
YDR236C	IV	935236	935892	-	657	2529	2633	2287	6213	6070	6425	6527	5466	5707	1971	2061	2263
YDR011W	IV	465919	470424	+	4506	37304	38499	34425	41185	43667	45776	52482	38728	39998	42891	43115	40701
YDR155C	IV	768512	769000	-	489	61776	67310	56874	60152	56316	59829	75459	62564	66296	38462	43886	47638
YDR414C	IV	1295598	1296686	-	1089	2077	2090	1873	3024	3175	3289	3128	2416	2566	2334	2513	2014
YDR026C	IV	492556	494268	-	1713	3791	3754	3357	5784	5392	6048	6037	5074	5192	3518	3557	3147
YDL073W	IV	326613	329567	+	2955	5387	4977	4933	7691	7553	7955	7836	6231	6360	5179	5588	4625
tY(GUA)D	IV;IV	946312;946365	946350;946400	+;+	75	5	14	7	8	14	4	27	27	13	6	3	6
YDL115C	IV;IV	253995;255045	254974;255126	-;-	1062	2841	2659	2428	9269	8226	8827	10806	8673	9100	1922	2182	2325
YDL145C	IV	194571	198176	-	3606	60417	61717	54813	51707	52326	55066	57511	45185	49043	62948	63291	57966
YDR203W	IV	857682	857999	+	318	3	0	6	14	2	12	13	12	11	2	5	7
YDL104C	IV	273653	274876	-	1224	1007	887	778	1034	955	1140	1392	1077	982	744	900	760
YDL149W	IV	184925	187918	+	2994	2681	2851	2509	2901	2491	2690	4115	2945	2998	1763	1791	2484
YDR231C	IV	926293	926910	-	618	891	953	845	933	854	920	1283	1065	1234	515	614	595
YDR045C	IV	547978	548310	-	333	2839	2852	2548	4097	3989	4199	3847	3390	3394	3227	3411	2645
YDL075W	IV;IV	322226;322704	322282;322988	+;+	342	245936	272009	229547	252854	256977	254422	241375	201238	240782	271021	255120	253024
YDR415C	IV	1297037	1298161	-	1125	3070	3274	2945	3209	3106	3281	3999	3129	3545	2534	2620	2883
YDR339C	IV	1149951	1150520	-	570	3116	3064	2762	2533	2481	3042	2524	1873	2130	3139	3669	2701
YDL213C	IV	77289	77966	-	678	6277	6663	5916	7309	7148	7718	7381	6744	6490	7924	8209	6403
YDR096W	IV	637139	639823	+	2685	3735	3767	3228	2848	3014	3049	3566	3041	3191	3087	2671	3159
YDL019C	IV	417663	421514	-	3852	17025	17869	15699	16968	16427	18618	21321	16596	17821	14245	13571	15942
YDL022W	IV	411825	413000	+	1176	12428	13597	12771	11516	11835	11330	18941	14601	17320	7082	6269	10767
YDR413C	IV	1294836	1295411	-	576	9	2	8	8	4	2	10	4	8	7	5	5
YDR391C	IV	1257358	1258056	-	699	4996	5178	4939	7408	6598	7099	9981	7352	7946	2723	2703	3682
YDR091C	IV	626708	628534	-	1827	16281	16517	15005	15779	16126	16197	14425	12215	13846	22151	22649	15371
YDR240C	IV	943674	945152	-	1479	1700	1403	1542	1527	1697	1704	1725	1482	1589	1533	1760	1326
YDL244W	IV	16204	17226	+	1023	264	245	279	330	249	304	1069	852	935	37	65	62
YDR179C	IV	818708	819196	-	489	432	479	388	731	730	724	785	734	683	447	466	419
YDL165W	IV	164290	164865	+	576	3005	3418	3066	3328	3410	3358	4005	3326	3301	2918	3255	3026
YDL140C	IV	205360	210561	-	5202	38864	38208	35175	34671	36083	37824	36499	26775	29147	53095	48923	41955
YDR120C	IV	691549	693261	-	1713	9555	8734	8328	8909	9109	10059	6447	6028	6059	11785	12747	8093
YDR003W	IV	454122	454754	+	633	3199	2999	2775	4810	4391	4915	6152	5138	5689	2044	2079	2539
YDR499W	IV	1447830	1450073	+	2244	1757	1792	1543	3100	2923	3202	3165	2548	2706	1672	1790	1638
YDR166C	IV	786306	789221	-	2916	4974	5429	4769	5157	5068	5224	6242	5064	5333	5627	5694	4820
YDL092W	IV	292781	293221	+	441	4822	5025	4591	5090	4977	5462	5141	4530	4670	5349	5755	5132
YDL041W	IV	378102	378455	+	354	0	1	0	0	1	0	0	1	0	0	0	0
YDL241W	IV	20635	21006	+	372	4084	4262	3897	5999	5511	6102	8704	6466	6851	3520	3803	3556
YDL082W	IV;IV	308424;308793	308427;309388	+;+	600	71202	75270	69299	68774	71703	73305	68559	61438	64477	85939	89940	74873
YDR277C	IV	1014401	1015702	-	1302	2476	2041	2049	1350	1428	1545	3455	2430	2369	450	443	395
YDR291W	IV	1039728	1042961	+	3234	5287	5117	4801	9286	8823	9660	10331	8549	8658	4631	4939	4304
YDR475C	IV	1407464	1410094	-	2631	4467	3911	3576	4884	4939	5408	6239	4645	4920	2471	2441	2795
YDR244W	IV	950563	952401	+	1839	2914	2977	2628	2803	2634	2952	2963	2339	2304	2432	2312	2475
YDR407C	IV	1284069	1287938	-	3870	7300	7182	6582	5887	5955	6294	6987	4904	5062	7193	6782	6818
YDR382W	IV	1239492	1239824	+	333	178896	194361	185656	190641	207683	201311	195920	176949	180677	191316	232215	192579
YDR102C	IV	657648	657980	-	333	198	135	109	921	825	946	963	766	832	131	107	103
YDL188C	IV	123865	124998	-	1134	10551	10788	9610	8965	8450	8932	10689	8607	9820	7789	8181	7803
YDR405W	IV	1277646	1278437	+	792	1612	1511	1367	1454	1225	1468	1801	1267	1258	1393	1528	1678
YDR443C	IV	1345676	1349938	-	4263	3381	3233	3071	3338	3516	3804	4082	2995	3175	3243	3017	3210
YDR059C	IV;IV	569234;569724	569633;569770	-;-	447	1611	1730	1557	1390	1258	1440	1793	1361	1362	860	1006	1135
YDR144C	IV	744311	746101	-	1791	9763	10073	9184	9039	9021	9630	9475	7519	8105	9530	9961	8433
YDL157C	IV	174232	174588	-	357	3946	4448	4001	4811	4571	4725	5344	4726	4724	3828	4121	4053
YDL058W	IV	345665	351037	+	5373	14631	14236	12988	13823	13441	15712	15264	11299	12059	15645	14752	15054
YDL096C	IV	286998	287324	-	327	5	3	3	8	3	8	18	17	14	0	0	2
YDL155W	IV	176773	178056	+	1284	2827	2699	2513	2851	2807	3070	3255	2183	2305	3122	3279	2918
YDR147W	IV	751631	753235	+	1605	2620	2755	2510	7105	6363	6915	6731	5373	5755	3101	2869	2520
YDL191W	IV;IV	117664;118158	117666;118517	+;+	363	104170	113044	104448	111709	111175	115084	103863	96695	98585	120453	126315	116259
YDL128W	IV	232652	233887	+	1236	15164	15027	13405	13834	13519	14161	13969	10827	11563	12180	13330	11638
YDR310C	IV	1081128	1084316	-	3189	7244	7042	6395	6386	6309	6864	8157	6347	6654	8806	8176	7584
YDL160C-A	IV	169366	169608	-	243	773	782	821	1057	1091	1096	1075	1020	1059	800	895	782
YDR127W	IV	704484	709250	+	4767	26567	27178	23468	31831	35261	36158	31902	24804	27114	31883	30901	30484
YDR497C	IV	1443713	1445467	-	1755	19718	19966	18352	20200	19912	21699	16797	13758	14193	26386	28010	24118
YDL162C	IV	167359	167715	-	357	16	7	10	66	95	108	107	64	77	5	17	5
tS(AGA)D3	IV	1305630	1305712	+	83	8	7	3	8	0	2	3	1	4	5	0	2
YDR201W	IV	856317	856814	+	498	1250	1256	1217	1404	1314	1538	1347	1284	1234	1236	1211	1223
YDR163W	IV	781423	781950	+	528	1457	1408	1347	1758	1534	1781	1879	1582	1663	1151	1374	1480
YDL146W	IV	192750	194225	+	1476	2961	3663	3053	3380	3164	3150	4877	4272	4796	2444	2289	2836
YDR363W-A	IV	1202128	1202397	+	270	10372	10916	10021	13222	12190	13240	15919	12602	12934	7613	7899	9800
YDL221W	IV	62011	62562	+	552	297	288	280	209	229	241	301	292	274	203	210	214
YDL089W	IV	296820	298274	+	1455	2711	2873	2620	3283	2797	3080	3399	2703	2851	2411	2301	2423
YDR385W	IV	1243230	1245758	+	2529	296451	307257	278756	246915	270206	269022	268301	220605	248004	347982	338627	277146
YDR331W	IV	1129588	1130823	+	1236	4017	3966	3671	3608	3447	3874	3565	2612	2986	4276	4693	3770
YDR196C	IV	850274	850999	-	726	2655	2778	2628	5044	4213	4792	5608	4492	4616	2330	2460	2502
YDR116C	IV	682724	683581	-	858	2573	2567	2345	2648	2249	2615	3088	2307	2183	2349	2803	3031
YDR001C	IV	450220	452475	-	2256	15266	17332	14520	18466	17192	17091	26672	22775	27339	9171	7151	12436
YDL230W	IV	42700	43707	+	1008	809	834	830	819	679	826	1265	974	933	665	622	721
YDR160W	IV	776163	778721	+	2559	3173	3310	2933	6873	6893	7116	7035	5753	6233	2920	2948	3112
YDR123C	IV	698554	699468	-	915	1162	719	760	1102	885	1343	759	510	461	686	916	472
YDR322W	IV	1110589	1111692	+	1104	2137	2054	1954	2047	2100	2123	2112	1722	1703	2052	2204	2332
YDR040C	IV	535192	538467	-	3276	16298	16386	15025	16270	16054	16755	21289	15273	15502	13436	14380	12813
YDR025W	IV;IV	491515;491899	491559;492324	+;+	471	179760	191225	164294	181415	195366	189660	165920	138455	162590	206312	215886	188966
YDR046C	IV	548762	550576	-	1815	15387	13376	11252	9939	11329	12169	11474	6929	6998	8154	7958	7569
YDL057W	IV	351434	352420	+	987	1024	1167	1099	1097	1062	1049	1932	1715	1676	632	722	770
YDL248W	IV	1802	2953	+	1152	3635	3340	3130	6029	5558	6431	7053	5113	5606	2147	2353	2218
YDR008C	IV	462252	462602	-	351	34	24	17	24	35	27	71	70	79	18	14	11
YDR029W	IV	501100	501414	+	315	2811	2593	2400	2746	2780	2811	2972	2154	2312	2402	2548	2683
YDR485C	IV	1424820	1427207	-	2388	2881	2630	2606	3412	2863	3380	3552	2698	2710	2615	2696	3059
YDR408C	IV	1288215	1288859	-	645	7878	8732	7260	10493	10132	10115	12704	10878	10433	7772	9140	8650
YDR038C	IV	527422	530697	-	3276	14948	14878	14071	14710	14990	15857	18252	14181	14766	13020	13578	12150
YDL204W	IV	94605	95786	+	1182	1326	1200	968	2583	2411	2682	4478	3601	4102	529	453	469
YDR019C	IV	484163	485365	-	1203	4347	7933	5959	8072	6212	5122	12792	10395	7213	1978	1779	4801
YDR477W	IV	1412373	1414274	+	1902	8274	8772	7708	7221	7172	7399	8792	7256	7529	7652	7419	6597
YDR254W	IV	965113	966489	+	1377	2180	2434	2064	2708	2626	2861	3734	2936	3439	1873	1693	2130
YDR514C	IV	1471548	1472999	-	1452	1921	1739	1649	1816	1763	2073	1494	1271	1252	1899	2479	1539
YDR296W	IV	1055212	1055892	+	681	3806	3599	3107	3022	2648	3046	4043	3177	3286	2912	3267	3140
YDL216C	IV	68997	70319	-	1323	1346	1294	1189	2167	1887	2099	3698	2993	3230	1285	1171	1412
YDL100C	IV	282112	283176	-	1065	25337	27635	24923	22887	23064	23862	28837	22950	25052	23139	24554	24099
YDL068W	IV	333500	333829	+	330	3	11	13	46	20	34	20	22	27	4	3	10
YDL026W	IV	404749	405060	+	312	3	0	1	9	15	6	15	7	9	5	5	2
YDL124W	IV	240259	241197	+	939	29972	31643	29512	28250	28011	30553	42664	32941	38771	10381	9330	15403
YDL227C	IV	46271	48031	-	1761	4758	2968	3462	4001	4205	5482	3459	2548	2623	4969	5724	3767
YDL111C	IV	263313	264110	-	798	3802	3415	3248	3617	3871	4009	3790	3202	3335	3796	4596	2782
YDR324C	IV	1114433	1116763	-	2331	7950	6664	6299	6484	7305	7585	4433	3771	3844	10807	11819	6952
YDL170W	IV	156318	157904	+	1587	1660	1682	1506	3997	3976	4223	4309	3218	3154	1970	1822	2005
YDR317W	IV	1102184	1103428	+	1245	791	663	642	1604	1555	1658	2427	2002	2085	623	587	589
YDR436W	IV	1334821	1336953	+	2133	2373	2420	2034	2327	2119	2417	3191	2518	2710	1832	1941	2131
YDR208W	IV	868224	870563	+	2340	6571	6810	6016	5448	5515	5520	6971	5072	5714	6538	6432	5936
YDR386W	IV	1246084	1247982	+	1899	1307	1208	1142	3191	3014	3209	3374	2410	2637	1111	1046	1231
YDR504C	IV	1456311	1456694	-	384	862	1014	738	1259	1100	1144	1510	1282	1376	707	709	857
YDL220C	IV	62244	65018	-	2775	1234	1255	987	1218	1181	1273	1624	1149	1152	1086	1179	1085
YDR396W	IV	1266295	1266795	+	501	20	40	33	53	44	44	50	44	34	55	44	38
YDR258C	IV	971808	974243	-	2436	35171	44834	32783	29309	27568	31302	57060	57834	61422	20801	18153	28278
YDR176W	IV	814452	816560	+	2109	4166	4089	3874	4549	4454	4570	5078	3924	4106	4391	3985	4196
YDL099W	IV	283419	284444	+	1026	4637	4643	4214	5373	5215	5779	6256	4884	5220	4015	3802	4376
YDR380W	IV	1234218	1236125	+	1908	2851	3077	2681	7357	7387	6922	7599	5905	6402	2763	1967	2952
YDL110C	IV	264512	264964	-	453	2606	3090	2654	3763	3210	3483	5148	4016	4292	1078	1149	1964
YDR148C	IV	753675	755066	-	1392	9164	9162	8246	9123	8974	9206	9363	7757	8434	7142	7586	7805
YDL201W	IV	99561	100421	+	861	6424	5870	5289	6232	6162	6778	5298	4672	4633	7835	8627	5838
YDL107W	IV	268921	269976	+	1056	1375	1359	1077	1738	1509	1754	2223	1749	1627	897	1059	1069
YDR515W	IV	1473429	1474772	+	1344	1634	1625	1469	1409	1263	1549	1869	1410	1531	1507	1461	1649
YDR133C	IV	720962	721297	-	336	6261	6576	5516	27384	24463	24917	13662	14036	16207	11933	11611	8566
YDR378C	IV	1229349	1229609	-	261	5973	6527	5729	8033	7202	8142	8231	7309	7586	5601	5603	6351
YDR473C	IV	1404445	1405854	-	1410	1173	1103	960	1618	1564	1835	1749	1393	1498	1007	989	979
YDR403W	IV	1274602	1276212	+	1611	349	316	323	1356	1333	1279	1609	1249	1301	163	224	221
YDR268W	IV	1004004	1005143	+	1140	2267	2256	2249	3065	2681	3164	4823	3800	4206	1270	1421	1433
YDR409W	IV	1289406	1292120	+	2715	2456	2591	2452	2850	2777	2816	3422	2802	2965	2379	2192	2275
YDR173C	IV	810565	811632	-	1068	2474	2509	2322	1207	1049	1265	3580	2978	3106	816	776	815
YDR187C	IV	836228	836746	-	519	56	49	47	125	114	98	117	106	89	21	34	29
YDR389W	IV	1252537	1254501	+	1965	2708	2517	2488	2478	2302	2562	2497	1714	1625	3355	2954	2707
YDR417C	IV	1301555	1301926	-	372	32	28	19	130	66	102	137	135	117	25	48	30
YDR165W	IV	784871	786205	+	1335	7149	6959	6353	7682	8305	8229	6668	5961	6147	9504	11118	6400
YDL113C	IV	256633	258555	-	1923	5478	5410	5042	5692	5037	5759	7046	5704	5975	3911	3624	4335
YDR426C	IV	1321629	1322006	-	378	1	0	2	1	1	6	3	7	4	1	1	0
YDR521W	IV	1483141	1483476	+	336	2	0	1	5	0	0	21	19	12	0	0	0
YDR086C	IV	616928	617170	-	243	14983	15892	13639	19574	18934	19607	19338	15239	17772	17393	17690	16312
YDL021W	IV	413953	414888	+	936	1600	1407	1483	720	744	868	3747	3195	3247	191	273	400
YDR023W	IV	489508	490896	+	1389	66167	70298	61339	59625	59083	63643	62585	52039	56828	68086	69625	65917
YDR394W	IV	1261681	1262967	+	1287	17564	17192	16172	14417	14476	15759	17943	14508	15443	13756	14552	14682
YDR320C-A	IV	1108280	1108498	-	219	959	1039	1057	1217	1116	1323	1082	1268	991	1251	1370	1471
YDR003W-A	IV	454782	454904	+	123	698	720	690	1112	1031	1156	1478	1353	1281	569	525	591
YDR183W	IV	829585	830277	+	693	1311	1283	1234	1957	1910	2138	2360	1729	1823	1132	1069	1092
YDR245W	IV	952800	953981	+	1182	10335	10137	8932	9751	9088	10435	8948	7235	7509	11967	12972	9874
YDR431W	IV	1328390	1328701	+	312	9	9	3	17	6	11	11	9	8	4	4	4
YDL154W	IV	178334	181039	+	2706	1301	1165	1091	5415	4545	5232	2722	2191	2468	1287	1255	1234
YDL184C	IV	130407	130484	-	78	39705	53052	50825	51261	49269	51928	64759	70845	57837	47489	45661	49749
YDR153C	IV	766736	767971	-	1236	4047	3740	3567	3162	3201	3499	3968	2890	3272	3840	4178	3518
YDR014W-A	IV	477797	478285	+	489	38	30	41	54	32	46	114	119	92	9	21	20
YDR434W	IV	1331237	1332841	+	1605	5737	6107	5558	6429	6130	6230	5468	4412	4425	6231	6908	6593
YDL002C	IV	446967	447578	-	612	3038	3079	2903	3976	3603	4055	3878	3212	3488	2559	2505	2464
YDR225W	IV	915530	915928	+	399	32599	34421	33339	28042	32038	31132	23989	22434	24240	44398	51148	43550
YDR418W	IV	1301616	1302113	+	498	13263	15687	14670	15437	15746	15946	15006	14522	15135	19861	18623	16898
YDR224C	IV	914317	914712	-	396	21702	20212	19573	17620	18257	20315	13116	11305	12796	28698	30180	27676
YDR502C	IV	1453310	1454464	-	1155	5908	6071	5971	7226	6752	7836	5616	3845	4013	6905	6709	7768
YDR447C	IV;IV	1354829;1355551	1355236;1355553	-;-	411	40605	46782	43723	49716	50261	52210	46111	44043	46639	55077	53773	50254
YDL039C	IV	381985	384081	-	2097	3532	2828	2789	3494	3905	4058	3911	2730	2470	5070	5204	1909
YDL225W	IV	52445	54100	+	1656	6901	6403	6045	5757	6075	5816	6355	5019	5390	6263	6219	5853
YDR259C	IV	974631	975782	-	1152	1085	1160	1007	803	640	816	2210	1793	1847	287	313	373
YDR495C	IV	1438115	1441150	-	3036	2555	2523	2452	2899	2876	3150	3345	2704	2570	2076	2080	2250
YDL151C	IV	183318	183899	-	582	0	0	0	2	1	2	4	2	4	2	2	0
YDR357C	IV	1189199	1189567	-	369	2103	2175	2000	2471	2111	2314	3055	2799	2794	1632	1432	1726
YDR370C	IV	1217782	1219110	-	1329	1770	1465	1592	4176	3482	4189	3228	2914	2858	1725	1847	1369
YDR298C	IV	1058176	1058814	-	639	5244	5066	4645	4782	5240	5092	4754	3866	4242	5162	5457	5044
YDR276C	IV	1013476	1013643	-	168	34882	38053	33848	35598	35222	34162	40748	31105	36533	25729	27720	28290
YDL185C-A	IV	126608	126835	-	228	26	24	20	22	26	23	36	21	37	34	21	24
YDR545C-A	IV	1530863	1531342	-	480	0	0	0	0	0	0	0	0	0	0	0	0
tM(CAU)D	IV	1175829	1175901	+	73	2	2	0	0	3	1	3	5	4	0	0	4
YDL247W	IV	5985	7814	+	1830	786	850	615	2361	2254	2331	3567	2480	2795	495	455	625
YDR406W	IV	1279210	1283799	+	4590	4300	4457	3839	7255	5663	6906	7630	5987	6129	3947	5101	10096
YDR273W	IV	1010176	1011273	+	1098	1143	1123	1131	1354	1423	1524	2906	2720	2816	418	425	379
YDR269C	IV	1005665	1005988	-	324	1	0	1	0	0	0	1	1	1	0	0	0
YDR453C	IV	1365072	1365662	-	591	1137	1130	1134	1372	1219	1505	1640	1481	1515	533	651	648
YDR383C	IV	1239960	1240676	-	717	1845	1875	1698	2151	2234	2228	3236	2864	3049	1118	1305	1305
YDR375C	IV	1225166	1226536	-	1371	2374	2271	2072	3375	2752	3211	3299	2416	2576	2161	2146	2463
YDL161W	IV	167714	169078	+	1365	5912	6121	5599	5329	5255	6116	6326	4667	5173	4791	5184	5643
YDL051W	IV	363952	364779	+	828	9517	9590	8601	9408	9331	10014	9645	8400	8783	11591	11698	8898
YDR084C	IV	613405	614004	-	600	1550	1627	1371	1602	1471	1657	1712	1388	1543	1350	1493	1670
YDL056W	IV	352877	355378	+	2502	3593	3962	3594	3729	3666	3877	4380	3554	3843	3674	3847	3668
YDR344C	IV	1162006	1162449	-	444	310	298	294	644	557	598	793	617	664	218	212	183
YDR320C	IV	1106095	1108101	-	2007	4315	4143	3989	3467	3397	3845	6230	4930	5104	2833	2811	2704
YDR221W	IV	907330	909438	+	2109	5924	5847	5443	12208	11390	12050	12579	9875	10714	5347	5539	5496
tI(AAU)D	IV	668007	668080	-	74	2	0	0	0	0	0	6	2	2	4	0	1
YDL032W	IV	393690	394001	+	312	0	0	2	2	5	1	7	4	3	0	0	0
YDR456W	IV	1367485	1369386	+	1902	6596	7251	6020	7818	7903	8584	9338	7321	7909	6266	6327	6574
YDL036C	IV	387513	388901	-	1389	3728	3591	3453	3023	2937	3150	5611	4535	4476	2591	2755	2227
tL(CAA)D	IV;IV	1461715;1461792	1461758;1461829	-;-	82	6	10	12	3	8	3	23	2	22	2	6	5
YDL217C	IV	67983	68606	-	624	1649	1796	1678	3610	3056	3803	3505	2827	2613	1752	2070	1888
snR63	IV	323217	323471	-	255	65989	71771	68126	24987	23849	27497	74035	65759	61697	26192	33789	29201
YDR334W	IV	1135932	1140476	+	4545	11884	11153	10113	10628	11015	11839	13044	9810	10829	10815	11307	10834
YDL049C	IV	365068	365874	-	807	485	539	462	520	541	549	893	749	833	256	296	296
YDL164C	IV	164987	167254	-	2268	5535	5681	4870	5161	5219	5623	5666	4795	4731	5419	5243	4968
YDR384C	IV	1241204	1242031	-	828	11047	10572	10268	9139	10116	11027	11269	8846	9121	10434	11648	8525
YDR149C	IV	755555	756262	-	708	23	8	11	44	28	27	33	24	29	4	13	19
YDR093W	IV	631282	636120	+	4839	16887	16716	14740	14361	14789	15678	16659	12592	13441	15837	15480	15862
YDR071C	IV	588827	589402	-	576	13990	14610	13360	13293	12269	14043	14296	11608	12743	13127	12850	13844
YDL143W	IV	199996	201582	+	1587	19922	20299	17497	17468	18171	19114	18845	15277	16327	19966	20967	18212
YDR032C	IV	504099	504695	-	597	9358	9941	8603	10259	9164	10298	11733	9885	10423	7100	8016	8916
tR(UCU)D	IV	568882	568953	+	72	1	0	0	0	0	0	0	0	0	0	0	0
YDR063W	IV	578663	579112	+	450	4226	4827	4247	5292	5361	5330	6886	5710	5763	3707	3271	3839
YDL166C	IV	163449	164042	-	594	2808	2984	2713	2682	2523	2938	3145	2809	2881	2932	3383	2665
YDR004W	IV	455201	456583	+	1383	1132	1198	952	4371	4059	4543	4131	3343	3738	1080	1130	974
YDR151C	IV	764178	765155	-	978	6634	6819	5720	5283	4957	5437	7474	6184	6241	4157	4325	4072
YDR037W	IV	525440	527215	+	1776	59835	62455	54727	59047	62845	63646	55366	45870	50068	75958	74702	61935
YDL175C	IV	144484	145518	-	1035	2350	2211	2372	2001	1802	1944	3548	2670	2617	1588	1602	1297
YDR286C	IV	1035231	1035575	-	345	637	721	691	1183	975	1194	1145	1104	1204	618	558	638
YDR172W	IV	808324	810381	+	2058	26407	24723	21343	20786	21863	23097	20247	15698	17328	31362	30281	23613
YDL174C	IV	145826	147589	-	1764	4077	4239	3752	6224	6110	6455	6107	4568	4950	3633	3681	4062
YDR080W	IV	604008	606986	+	2979	4461	4328	3870	4460	4292	5209	5492	4019	4350	3596	3637	3657
YDR503C	IV	1455042	1455866	-	825	1463	1655	1356	1613	1598	1575	2356	1873	1844	1502	1432	1418
YDR069C	IV	584939	587719	-	2781	3175	3509	3167	3831	3712	3573	4776	3768	4024	3124	2890	3355
